,date,openEUR,highEUR,lowEUR,closeEUR,volumeEUR,barCountEUR,averageEUR,openJPY,highJPY,lowJPY,closeJPY,volumeJPY,barCountJPY,averageJPY,openVIXF,highVIXF,lowVIXF,closeVIXF,volumeVIXF,barCountVIXF,averageVIXF,openVIXN,highVIXN,lowVIXN,closeVIXN,volumeVIXN,barCountVIXN,averageVIXN,openGC,highGC,lowGC,closeGC,volumeGC,barCountGC,averageGC,openZB,highZB,lowZB,closeZB,volumeZB,barCountZB,averageZB,openZN,highZN,lowZN,closeZN,volumeZN,barCountZN,averageZN,openZT,highZT,lowZT,closeZT,volumeZT,barCountZT,averageZT,openNQ,highNQ,lowNQ,closeNQ,volumeNQ,barCountNQ,averageNQ,openYM,highYM,lowYM,closeYM,volumeYM,barCountYM,averageYM,openES,highES,lowES,closeES,volumeES,barCountES,averageES
0,2018-01-16 22:40:00,1.221025,1.221075,1.219975,1.220625,-1,-1,-1.0,110.7425,110.8825,110.7275,110.84,-1,-1,-1.0,13.95,14.0,13.95,13.95,10,4,13.955,13.55,13.55,13.5,13.5,75,21,13.545,1344.4,1344.4,1342.3,1343.2,27,13,1343.12,149.84375,149.84375,149.84375,149.84375,0,0,149.84375,122.703125,122.703125,122.703125,122.703125,4,1,122.703125,106.7421875,106.7421875,106.7421875,106.7421875,3,3,106.7421875,6855.0,6866.25,6854.0,6861.25,15,12,6860.65,26025.0,26066.0,26025.0,26053.0,7,5,26046.4,2808.25,2811.25,2808.0,2809.75,66,45,2809.375
1,2018-01-16 22:50:00,1.220625,1.221475,1.220525,1.220875,-1,-1,-1.0,110.84,110.8575,110.7975,110.8175,-1,-1,-1.0,13.95,13.95,13.95,13.95,3,1,13.95,13.5,13.55,13.5,13.5,17,10,13.53,1343.1,1343.1,1343.1,1343.1,1,1,1343.1,149.84375,149.84375,149.84375,149.84375,0,0,149.84375,122.703125,122.703125,122.703125,122.703125,0,0,122.703125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6859.25,6863.75,6855.75,6855.75,36,17,6858.7,26049.0,26068.0,26046.0,26068.0,4,4,26055.7,2810.25,2812.0,2809.5,2810.5,62,32,2810.575
2,2018-01-16 23:00:00,1.220875,1.222125,1.220725,1.222075,-1,-1,-1.0,110.8175,110.8225,110.7525,110.7675,-1,-1,-1.0,14.0,14.0,14.0,14.0,108,9,14.0,13.5,13.6,13.5,13.6,87,22,13.55,1344.0,1344.2,1344.0,1344.2,18,4,1344.12,149.84375,149.84375,149.84375,149.84375,0,0,149.84375,122.703125,122.703125,122.703125,122.703125,0,0,122.703125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6858.0,6858.0,6854.0,6856.75,27,15,6856.175,26068.0,26068.0,26068.0,26068.0,0,0,26068.0,2810.0,2810.0,2808.0,2808.5,38,19,2808.775
3,2018-01-16 23:10:00,1.222075,1.222175,1.221575,1.222175,-1,-1,-1.0,110.7675,110.8425,110.7675,110.8175,-1,-1,-1.0,14.0,14.05,14.0,14.05,310,11,14.05,13.6,13.65,13.55,13.55,209,45,13.595,1344.7,1344.7,1344.2,1344.3,13,9,1344.55,149.84375,149.84375,149.84375,149.84375,0,0,149.84375,122.703125,122.703125,122.703125,122.703125,0,0,122.703125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6855.5,6862.0,6855.5,6862.0,10,7,6858.95,26068.0,26068.0,26065.0,26065.0,2,2,26066.5,2808.75,2810.0,2808.75,2809.75,27,10,2809.175
4,2018-01-16 23:20:00,1.222175,1.222575,1.221575,1.221625,-1,-1,-1.0,110.8175,110.8225,110.7525,110.81,-1,-1,-1.0,14.05,14.05,14.05,14.05,2,2,14.05,13.6,13.65,13.6,13.6,214,43,13.6,1344.6,1344.7,1344.3,1344.3,6,5,1344.48,149.84375,149.84375,149.84375,149.84375,0,0,149.84375,122.703125,122.703125,122.703125,122.703125,0,0,122.703125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6858.0,6858.0,6846.0,6850.0,13,11,6850.525,26055.0,26055.0,26045.0,26045.0,4,3,26050.0,2809.75,2809.75,2806.5,2806.75,41,26,2807.65
5,2018-01-16 23:30:00,1.221625,1.222375,1.221575,1.221975,-1,-1,-1.0,110.81,110.81,110.7075,110.7325,-1,-1,-1.0,14.05,14.1,14.0,14.1,124,24,14.08,13.55,13.65,13.55,13.65,297,68,13.635,1344.4,1344.9,1344.2,1344.6,21,18,1344.53,149.78125,149.78125,149.78125,149.78125,1,1,149.78125,122.625,122.625,122.625,122.625,4,1,122.625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6850.25,6850.25,6834.0,6834.0,20,14,6841.325,26024.0,26024.0,25978.0,25978.0,2,2,26001.0,2807.25,2807.25,2798.75,2800.25,86,47,2802.7
6,2018-01-16 23:40:00,1.221975,1.222825,1.221975,1.222425,-1,-1,-1.0,110.7325,110.7475,110.6975,110.725,-1,-1,-1.0,14.1,14.1,14.05,14.05,42,8,14.05,13.6,13.65,13.55,13.55,220,33,13.6,1344.7,1345.3,1344.3,1345.3,22,20,1344.72,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.625,122.625,122.625,122.625,0,0,122.625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6839.75,6849.0,6839.75,6849.0,10,10,6845.875,25988.0,26001.0,25988.0,25994.0,6,4,25991.3,2801.75,2803.25,2801.75,2802.75,20,12,2802.825
7,2018-01-16 23:50:00,1.222425,1.223375,1.222425,1.222925,-1,-1,-1.0,110.725,110.7425,110.6425,110.6775,-1,-1,-1.0,14.05,14.1,14.05,14.1,49,8,14.075,13.55,13.65,13.55,13.65,48,19,13.605,1345.1,1345.8,1345.1,1345.8,15,15,1345.39,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.65625,122.65625,122.65625,122.65625,4,3,122.65625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6843.5,6843.5,6833.0,6833.75,8,7,6838.925,25980.0,25980.0,25950.0,25950.0,3,3,25964.7,2803.25,2803.25,2797.5,2798.5,80,34,2799.825
8,2018-01-17 00:00:00,1.222925,1.223375,1.222675,1.223275,-1,-1,-1.0,110.6775,110.7775,110.6725,110.7375,-1,-1,-1.0,14.1,14.1,14.1,14.1,60,12,14.1,13.6,13.65,13.55,13.6,249,46,13.61,1345.3,1345.3,1344.8,1345.2,12,9,1345.1,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.65625,122.65625,122.65625,122.65625,0,0,122.65625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6831.25,6836.5,6826.25,6826.25,22,15,6830.675,25949.0,25959.0,25949.0,25959.0,2,2,25954.0,2798.0,2800.5,2796.0,2796.0,70,40,2797.925
9,2018-01-17 00:10:00,1.223275,1.223675,1.223025,1.223325,-1,-1,-1.0,110.7375,110.7675,110.7125,110.7375,-1,-1,-1.0,14.1,14.1,14.1,14.1,52,11,14.1,13.6,13.65,13.6,13.6,161,23,13.65,1344.3,1345.3,1344.1,1344.8,29,18,1344.52,149.5,149.5,149.5,149.5,1,1,149.5,122.65625,122.65625,122.65625,122.65625,0,0,122.65625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6826.75,6829.0,6817.0,6826.5,56,26,6824.125,25945.0,25945.0,25928.0,25938.0,4,4,25939.0,2797.75,2798.0,2794.5,2797.75,31,21,2796.125
10,2018-01-17 00:20:00,1.223325,1.22345,1.222525,1.222725,-1,-1,-1.0,110.7375,110.8125,110.7375,110.7925,-1,-1,-1.0,14.05,14.05,14.05,14.05,11,2,14.05,13.6,13.6,13.6,13.6,12,7,13.6,1344.8,1344.8,1344.5,1344.5,25,7,1344.52,149.5,149.5,149.5,149.5,0,0,149.5,122.65625,122.65625,122.65625,122.65625,0,0,122.65625,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6827.0,6830.0,6821.5,6830.0,46,24,6825.025,25950.0,25950.0,25950.0,25950.0,1,1,25950.0,2798.25,2800.25,2797.5,2800.0,18,12,2798.975
11,2018-01-17 00:30:00,1.222725,1.222975,1.2226,1.222775,-1,-1,-1.0,110.7925,110.81,110.7625,110.7875,-1,-1,-1.0,14.05,14.05,14.05,14.05,1,1,14.05,13.6,13.6,13.55,13.55,28,9,13.595,1344.5,1344.5,1344.5,1344.5,0,0,1344.5,149.5,149.5,149.5,149.5,0,0,149.5,122.546875,122.546875,122.546875,122.546875,4,2,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6828.5,6835.0,6828.0,6829.5,16,14,6832.025,25950.0,25950.0,25950.0,25950.0,0,0,25950.0,2799.25,2801.0,2799.25,2800.75,46,19,2800.45
12,2018-01-17 00:40:00,1.222775,1.223475,1.222775,1.223375,-1,-1,-1.0,110.7875,110.8,110.72,110.7575,-1,-1,-1.0,14.1,14.1,14.1,14.1,268,15,14.1,13.55,13.6,13.55,13.6,135,15,13.6,1344.0,1344.0,1344.0,1344.0,10,1,1344.0,149.5,149.5,149.5,149.5,0,0,149.5,122.546875,122.546875,122.546875,122.546875,0,0,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6830.0,6830.0,6814.0,6817.75,16,11,6818.375,25957.0,25957.0,25955.0,25955.0,2,2,25956.0,2800.5,2800.5,2795.0,2797.25,286,51,2796.675
13,2018-01-17 00:50:00,1.223375,1.224875,1.222875,1.224425,-1,-1,-1.0,110.7575,110.7775,110.6925,110.7425,-1,-1,-1.0,14.1,14.1,14.1,14.1,12,6,14.1,13.6,13.65,13.6,13.6,13,8,13.62,1344.0,1344.0,1344.0,1344.0,0,0,1344.0,149.5,149.5,149.5,149.5,0,0,149.5,122.546875,122.546875,122.546875,122.546875,0,0,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6818.75,6818.75,6811.0,6811.75,6,5,6815.425,25955.0,25955.0,25955.0,25955.0,0,0,25955.0,2797.25,2797.5,2794.75,2795.75,57,23,2796.125
14,2018-01-17 01:00:00,1.224425,1.224575,1.224075,1.224225,-1,-1,-1.0,110.7425,110.7775,110.7375,110.7725,-1,-1,-1.0,14.1,14.1,14.1,14.1,158,25,14.1,13.6,13.65,13.6,13.6,573,19,13.645,1344.0,1344.0,1344.0,1344.0,0,0,1344.0,149.40625,149.40625,149.40625,149.40625,1,1,149.40625,122.546875,122.546875,122.546875,122.546875,0,0,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6816.25,6822.0,6816.25,6821.75,10,5,6819.575,25968.0,25968.0,25968.0,25968.0,1,1,25968.0,2796.25,2797.5,2796.25,2797.0,16,11,2796.8
15,2018-01-17 01:10:00,1.224225,1.224475,1.223775,1.223775,-1,-1,-1.0,110.7725,110.8125,110.77,110.8025,-1,-1,-1.0,14.1,14.1,14.1,14.1,0,0,14.1,13.6,13.65,13.6,13.6,57,8,13.6,1344.6,1344.6,1344.5,1344.5,2,2,1344.55,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.546875,122.546875,122.546875,122.546875,0,0,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6822.5,6827.0,6821.5,6827.0,10,8,6824.5,25970.0,25970.0,25970.0,25970.0,3,2,25970.0,2798.75,2799.75,2798.25,2799.75,17,14,2798.925
16,2018-01-17 01:20:00,1.223775,1.223975,1.223475,1.223525,-1,-1,-1.0,110.8025,110.8475,110.7925,110.8275,-1,-1,-1.0,14.1,14.1,14.05,14.05,3,2,14.065,13.6,13.6,13.55,13.6,112,19,13.6,1344.5,1344.5,1344.0,1344.0,3,3,1344.33,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.484375,122.484375,122.484375,122.484375,1,1,122.484375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6822.75,6823.0,6818.25,6818.25,3,3,6821.325,25970.0,25970.0,25970.0,25970.0,0,0,25970.0,2798.5,2798.5,2796.25,2797.25,25,15,2797.55
17,2018-01-17 01:30:00,1.223525,1.2238,1.223325,1.223775,-1,-1,-1.0,110.8275,110.8325,110.7775,110.7825,-1,-1,-1.0,14.1,14.1,14.1,14.1,19,2,14.1,13.6,13.65,13.6,13.65,309,20,13.65,1344.1,1344.1,1344.1,1344.1,2,1,1344.1,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.484375,122.484375,122.484375,122.484375,0,0,122.484375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6813.75,6814.5,6811.5,6814.5,7,6,6812.775,25970.0,25970.0,25970.0,25970.0,0,0,25970.0,2797.0,2797.0,2795.75,2796.0,12,9,2796.45
18,2018-01-17 01:40:00,1.223775,1.2242,1.223675,1.224075,-1,-1,-1.0,110.7825,110.8025,110.7575,110.7675,-1,-1,-1.0,14.15,14.2,14.15,14.2,19,5,14.155,13.6,13.7,13.6,13.65,104,23,13.695,1344.3,1344.8,1344.3,1344.6,8,4,1344.7,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.46875,122.46875,122.46875,122.46875,1,1,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6814.5,6814.5,6806.5,6814.25,15,10,6811.525,25970.0,25970.0,25970.0,25970.0,0,0,25970.0,2797.0,2797.0,2794.0,2795.5,29,17,2795.5
19,2018-01-17 01:50:00,1.224075,1.224425,1.223775,1.224375,-1,-1,-1.0,110.7675,110.7675,110.7275,110.735,-1,-1,-1.0,14.15,14.15,14.15,14.15,12,1,14.15,13.7,13.7,13.65,13.7,118,19,13.7,1344.6,1344.6,1344.6,1344.6,0,0,1344.6,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6808.0,6808.0,6800.25,6806.5,29,14,6804.725,25970.0,25970.0,25970.0,25970.0,0,0,25970.0,2795.0,2795.25,2793.5,2794.25,21,12,2794.15
20,2018-01-17 02:00:00,1.224375,1.224725,1.224325,1.224475,-1,-1,-1.0,110.735,110.735,110.68,110.7125,-1,-1,-1.0,14.2,14.2,14.15,14.15,30,8,14.195,13.7,13.75,13.7,13.7,185,27,13.7,1345.0,1345.5,1345.0,1345.5,9,4,1345.23,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6802.75,6804.5,6797.0,6803.5,24,11,6800.05,25905.0,25905.0,25905.0,25905.0,1,1,25905.0,2794.5,2795.25,2792.75,2794.25,65,27,2793.875
21,2018-01-17 02:10:00,1.224475,1.224675,1.224375,1.224475,-1,-1,-1.0,110.7125,110.7325,110.6975,110.7025,-1,-1,-1.0,14.15,14.15,14.15,14.15,24,4,14.15,13.65,13.7,13.6,13.6,126,25,13.665,1345.8,1345.8,1345.6,1345.6,11,5,1345.69,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6803.0,6809.5,6803.0,6808.0,16,8,6807.725,25905.0,25905.0,25905.0,25905.0,0,0,25905.0,2794.25,2796.0,2794.25,2795.5,33,16,2795.1
22,2018-01-17 02:20:00,1.224475,1.225775,1.224325,1.22575,-1,-1,-1.0,110.7025,110.7175,110.6175,110.6275,-1,-1,-1.0,14.15,14.15,14.15,14.15,83,13,14.15,13.6,13.65,13.6,13.6,881,43,13.65,1346.0,1347.4,1345.9,1347.2,357,110,1346.96,149.40625,149.40625,149.40625,149.40625,0,0,149.40625,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6801.25,6801.25,6800.0,6800.0,5,3,6800.55,25915.0,25915.0,25915.0,25915.0,1,1,25915.0,2795.5,2795.5,2793.5,2794.25,19,12,2794.025
23,2018-01-17 02:30:00,1.22575,1.226025,1.225375,1.225975,-1,-1,-1.0,110.6275,110.675,110.6275,110.6475,-1,-1,-1.0,14.15,14.15,14.15,14.15,6,1,14.15,13.6,13.65,13.6,13.6,198,33,13.65,1347.1,1347.1,1347.1,1347.1,5,1,1347.1,149.46875,149.46875,149.46875,149.46875,1,1,149.46875,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6804.5,6804.5,6804.5,6804.5,1,1,6804.5,25915.0,25915.0,25915.0,25915.0,0,0,25915.0,2795.0,2795.0,2792.75,2793.25,18,12,2793.525
24,2018-01-17 02:40:00,1.225975,1.226675,1.225725,1.226425,-1,-1,-1.0,110.6475,110.6625,110.6025,110.625,-1,-1,-1.0,14.15,14.15,14.1,14.1,3,2,14.115,13.6,13.65,13.6,13.65,213,25,13.65,1347.4,1347.4,1347.4,1347.4,1,1,1347.4,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6806.0,6806.0,6798.5,6798.5,6,5,6801.2,25915.0,25915.0,25915.0,25915.0,0,0,25915.0,2793.5,2793.75,2791.75,2792.0,23,14,2792.525
25,2018-01-17 02:50:00,1.226425,1.226925,1.226375,1.226725,-1,-1,-1.0,110.625,110.6325,110.5375,110.5425,-1,-1,-1.0,14.15,14.2,14.15,14.15,29,9,14.155,13.65,13.7,13.65,13.65,91,28,13.7,1347.9,1349.1,1347.9,1349.1,4,4,1348.5,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.46875,122.46875,122.46875,122.46875,0,0,122.46875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6795.5,6796.0,6788.0,6790.5,16,14,6791.775,25900.0,25900.0,25849.0,25849.0,25,9,25862.0,2791.5,2791.5,2787.25,2788.0,76,36,2788.825
26,2018-01-17 03:00:00,1.226725,1.227025,1.226525,1.226525,-1,-1,-1.0,110.5425,110.55,110.4675,110.4925,-1,-1,-1.0,14.2,14.2,14.2,14.2,6,5,14.2,13.65,13.7,13.65,13.7,147,28,13.7,1349.2,1349.4,1349.2,1349.4,8,4,1349.25,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.546875,122.546875,122.546875,122.546875,1,1,122.546875,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6789.25,6789.25,6780.0,6788.0,11,10,6784.3,25875.0,25875.0,25837.0,25845.0,6,6,25853.5,2788.25,2789.0,2786.0,2786.75,191,52,2787.25
27,2018-01-17 03:10:00,1.226525,1.227475,1.226325,1.227275,-1,-1,-1.0,110.4925,110.4975,110.4025,110.4125,-1,-1,-1.0,14.15,14.25,14.15,14.25,277,15,14.215,13.7,13.75,13.65,13.75,256,29,13.71,1348.6,1349.0,1348.6,1348.9,6,3,1348.9,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.59375,122.59375,122.59375,122.59375,4,1,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6775.0,6779.5,6773.75,6779.5,3,3,6776.075,25845.0,25845.0,25786.0,25790.0,12,11,25799.8,2787.0,2787.0,2782.75,2783.5,73,49,2785.35
28,2018-01-17 03:20:00,1.227275,1.228075,1.227275,1.227875,-1,-1,-1.0,110.4125,110.4125,110.3575,110.3675,-1,-1,-1.0,14.25,14.25,14.25,14.25,81,11,14.25,13.75,13.85,13.75,13.8,306,48,13.8,1349.8,1349.8,1349.8,1349.8,11,4,1349.8,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6774.5,6776.5,6770.0,6770.0,9,8,6772.825,25795.0,25796.0,25773.0,25773.0,4,4,25786.0,2783.75,2783.75,2780.5,2781.0,121,53,2781.85
29,2018-01-17 03:30:00,1.227875,1.227875,1.227275,1.22735,-1,-1,-1.0,110.3675,110.4025,110.3125,110.3175,-1,-1,-1.0,14.25,14.25,14.2,14.25,199,24,14.22,13.75,13.8,13.7,13.8,153,33,13.755,1350.3,1350.3,1349.6,1349.7,4,4,1349.87,149.46875,149.46875,149.46875,149.46875,0,0,149.46875,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6775.25,6775.25,6773.0,6774.25,5,4,6773.8,25806.0,25806.0,25785.0,25785.0,2,2,25795.5,2781.0,2783.25,2780.0,2780.0,141,61,2782.025
30,2018-01-17 03:40:00,1.22735,1.227375,1.226875,1.227175,-1,-1,-1.0,110.3175,110.3225,110.2525,110.2525,-1,-1,-1.0,14.3,14.45,14.3,14.4,561,59,14.355,13.8,14.0,13.8,13.9,1024,104,13.915,1350.0,1350.0,1350.0,1350.0,3,1,1350.0,149.9375,149.96875,149.9375,149.96875,3,2,149.946875,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6770.75,6770.75,6753.0,6765.75,31,14,6762.2,25771.0,25780.0,25705.0,25705.0,12,7,25740.0,2780.0,2780.75,2773.25,2776.5,336,107,2776.575
31,2018-01-17 03:50:00,1.227175,1.227325,1.226825,1.227175,-1,-1,-1.0,110.2525,110.3325,110.2525,110.2975,-1,-1,-1.0,14.4,14.4,14.3,14.3,16,7,14.35,13.9,13.9,13.8,13.85,124,29,13.87,1348.7,1348.7,1348.7,1348.7,1,1,1348.7,149.96875,149.96875,149.96875,149.96875,0,0,149.96875,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6770.75,6770.75,6767.75,6767.75,2,2,6769.25,25746.0,25748.0,25735.0,25735.0,4,3,25741.0,2777.25,2780.0,2777.25,2779.0,69,38,2778.675
32,2018-01-17 04:00:00,1.227175,1.2272,1.226725,1.226925,-1,-1,-1.0,110.2975,110.3425,110.2775,110.3225,-1,-1,-1.0,14.3,14.3,14.2,14.2,87,9,14.265,13.8,13.8,13.75,13.75,214,52,13.77,1348.2,1348.2,1348.2,1348.2,1,1,1348.2,149.96875,149.96875,149.96875,149.96875,0,0,149.96875,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6769.5,6786.25,6769.5,6786.25,19,16,6776.05,25737.0,25833.0,25737.0,25833.0,11,8,25762.4,2779.25,2786.25,2779.25,2786.25,105,43,2782.775
33,2018-01-17 04:10:00,1.226925,1.227075,1.226725,1.227025,-1,-1,-1.0,110.3225,110.325,110.26,110.2625,-1,-1,-1.0,14.25,14.3,14.25,14.3,73,8,14.25,13.7,13.8,13.7,13.75,72,21,13.75,1348.2,1348.2,1348.2,1348.2,0,0,1348.2,149.96875,149.96875,149.96875,149.96875,0,0,149.96875,122.578125,122.578125,122.578125,122.578125,4,1,122.578125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6785.0,6787.0,6774.5,6774.5,9,8,6782.925,25780.0,25780.0,25780.0,25780.0,1,1,25780.0,2786.5,2786.5,2781.25,2782.0,71,30,2782.725
34,2018-01-17 04:20:00,1.227025,1.227425,1.226875,1.227125,-1,-1,-1.0,110.2625,110.315,110.2475,110.3125,-1,-1,-1.0,14.25,14.25,14.25,14.25,548,31,14.25,13.75,13.75,13.7,13.75,159,43,13.745,1348.2,1348.2,1348.2,1348.2,0,0,1348.2,149.96875,149.96875,149.96875,149.96875,0,0,149.96875,122.578125,122.578125,122.578125,122.578125,0,0,122.578125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6782.0,6786.0,6782.0,6786.0,2,2,6784.0,25800.0,25800.0,25799.0,25799.0,2,2,25799.5,2784.5,2786.75,2782.75,2786.75,21,17,2784.3
35,2018-01-17 04:30:00,1.227125,1.227325,1.226875,1.226875,-1,-1,-1.0,110.3125,110.3375,110.2825,110.335,-1,-1,-1.0,14.25,14.25,14.25,14.25,88,26,14.25,13.75,13.75,13.7,13.7,347,66,13.75,1349.9,1349.9,1349.9,1349.9,1,1,1349.9,149.78125,149.78125,149.78125,149.78125,1,1,149.78125,122.578125,122.578125,122.578125,122.578125,0,0,122.578125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6786.75,6787.0,6786.5,6787.0,5,3,6786.7,25835.0,25835.0,25832.0,25834.0,5,4,25833.2,2786.0,2787.25,2784.75,2785.0,29,28,2785.8
36,2018-01-17 04:40:00,1.226875,1.227075,1.226725,1.22685,-1,-1,-1.0,110.335,110.3675,110.3075,110.355,-1,-1,-1.0,14.2,14.25,14.2,14.25,173,9,14.24,13.7,13.8,13.7,13.75,387,33,13.745,1349.3,1349.3,1349.3,1349.3,1,1,1349.3,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.578125,122.578125,122.578125,122.578125,0,0,122.578125,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6782.75,6784.5,6779.0,6784.5,7,7,6781.75,25840.0,25840.0,25840.0,25840.0,1,1,25840.0,2784.25,2786.0,2782.75,2785.0,197,32,2784.925
37,2018-01-17 04:50:00,1.22685,1.226975,1.226525,1.22665,-1,-1,-1.0,110.355,110.4025,110.345,110.38,-1,-1,-1.0,14.3,14.3,14.25,14.3,164,18,14.295,13.75,13.85,13.75,13.85,333,29,13.795,1349.3,1349.3,1349.3,1349.3,0,0,1349.3,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.59375,122.59375,122.59375,122.59375,4,4,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6783.0,6783.0,6772.0,6773.75,21,13,6774.625,25817.0,25817.0,25796.0,25796.0,4,3,25811.2,2785.75,2785.75,2780.0,2781.25,105,51,2782.875
38,2018-01-17 05:00:00,1.22665,1.22665,1.226325,1.2264,-1,-1,-1.0,110.38,110.4525,110.38,110.4425,-1,-1,-1.0,14.3,14.4,14.3,14.35,120,18,14.35,13.85,13.9,13.85,13.9,172,20,13.85,1349.0,1349.1,1349.0,1349.1,3,2,1349.03,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6773.75,6773.75,6773.75,6773.75,0,0,6773.75,25818.0,25818.0,25818.0,25818.0,1,1,25818.0,2781.0,2785.25,2781.0,2785.25,50,16,2781.975
39,2018-01-17 05:10:00,1.2264,1.226425,1.226175,1.226325,-1,-1,-1.0,110.4425,110.5075,110.4425,110.4775,-1,-1,-1.0,14.35,14.35,14.35,14.35,168,21,14.35,13.9,13.9,13.85,13.85,401,54,13.85,1349.1,1349.1,1349.1,1349.1,0,0,1349.1,149.78125,149.78125,149.78125,149.78125,0,0,149.78125,122.59375,122.59375,122.59375,122.59375,0,0,122.59375,106.7421875,106.7421875,106.7421875,106.7421875,0,0,106.7421875,6784.0,6784.0,6784.0,6784.0,1,1,6784.0,25818.0,25818.0,25818.0,25818.0,0,0,25818.0,2785.5,2786.75,2785.0,2786.75,25,9,2785.725
